operation_id,operation_name,location_address,corrected_date,narrative,county,number_descriptions ,technical_assistance,operation_type
145161,Memorial Creme De La Creme,12707 QUEENSBURY LN  HOUSTON TX- 77024 4140,5/31/16,"Based on the information obtained there is sufficient evidence to support that a toddler caregiver demonstrated harsh, cruel, and unusual punishment toward a child at the operation. The toddler caregiver intentionally grabbed a child by the left arm resulting in the child sustaining a handprint, scratches, and bruises on the left arm.",HARRIS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",NO,Licensed Center
145161,Memorial Creme De La Creme,12707 QUEENSBURY LN  HOUSTON TX- 77024 4140,5/31/16,"Based on the information obtained there is sufficient evidence to support that a toddler caregiver demonstrated harsh, cruel, and unusual punishment toward a child at the operation. The toddler caregiver intentionally grabbed a child by the left arm resulting in the child sustaining a handprint, scratches, and bruises on the left arm.",HARRIS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
1250433,Barton Middle School Early Learning CTR.,4950 JACK C HAYS TRL  BUDA TX- 78610 9390,5/31/17,A caregiver used harsh punishment while children were in care.,HAYS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
99175,"Happy Days Day Care, Inc.",115 N UNION AVE  NEW BRAUNFELS TX- 78130 4447,5/31/17,"Based on the information obtained during the interviews, a caregiver hit a child on his head and leg with their hand.  However, no injuries were observed.",COMAL,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
94571,World Of Children,13726 ALMEDA RD  HOUSTON TX- 77053 1626,5/31/17,"The caregiver yelled in a child?s face, slapped the child on the cheek, and hit another child in the head with a small plastic bag with diapers in it. The employee was terminated immediately.",HARRIS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",NO,Licensed Center
94571,World Of Children,13726 ALMEDA RD  HOUSTON TX- 77053 1626,5/31/17,"This standard was evaluated in reference to an investigation and determined to be deficient. This investigation supported the allegation that physical abuse occurred at the operation. Surveillance footage was provided by the operation director. They also responded to the incident promptly and in accordance to minimum standards. The parent was contacted immediately and an incident report was signed and provided to the parent as well as Licensing. The operation also called Statewide intake and reported the incident. The caregiver involved was terminated immediately and the safety plan was followed throughout this investigation. The operation also provided documentation that all staff was re-trained on abuse, discipline, and reporting abuse. This documentation was provided to Licensing.",HARRIS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",NO,Licensed Center
890788,Inch Worm Day Care Learning Center,11002 LEOPARD ST  CORPUS CHRISTI TX- 78410 2610,6/1/17,Information gathered through the course of this investigation supports the director and staff have been using corporal punishment as a method of discipline at this operation.,NUECES,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
95453,Betty Lin Early Childhood Learning Ctr,1123 E LEDBETTER DR  DALLAS TX- 75216 6863,6/2/16,It was determined after the investigation that the caregiver neglectfully supervised a child in care.  The child got out of the daycare building and was found by a by passer next to a donation box near a busy street.  The by passer picked up the child and brought her into the building where the caregiver was unaware that the child was missing.  It is unknown the length of time that the child was outside the building.  It was narrowed down between 3-8 minutes.,DALLAS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",NO,Licensed Center
162739,CMBC Learning Center,6808 PASTOR BAILEY DR  DALLAS TX- 75237 2602,6/3/16,The caregiver hit a child on the hand several times.,DALLAS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
170833,Early Head Start Lakewest Program,3737 GOLDMAN ST  DALLAS TX- 75212 2471,6/3/16,This standard was evaluated with regards to an investigation and based on interviews and a review of the video monitoring system it was determined to be a violation. A caregiver pushed a child in care.,DALLAS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",NO,Licensed Center
192215,Humble Beginners,3713 SAYERS ST  HOUSTON TX- 77026 4735,6/3/16,Children admitted to being hit on the hand with a pencil or observing others being hit on the hand.,HARRIS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
157110,Light Christian Academy,14415 FONDREN RD  MISSOURI CITY TX- 77489 1700,6/3/16,"Based on the information obtained during the investigation, there is sufficient evidence to support the allegation that a caregiver has hit children with a stick, made to use as a pointer.",FORT BEND,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
157110,Light Christian Academy,14415 FONDREN RD  MISSOURI CITY TX- 77489 1700,6/3/16,"Based on the information obtained during the investigation, there is insufficient evidence to support the allegation that a caregiver pinched the children to discipline them.",FORT BEND,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",YES,Licensed Center
257413,Lil' Dragon Den Day Care,7330 MARBACH RD  SAN ANTONIO TX- 78227 1918,6/3/16,It was determined a caregiver at the center was placing children in the bathroom alone as punishment.,BEXAR,"746.2805(8) - Prohibited Punishments -Placing Child in Locked, Dark Room",YES,Licensed Center
96127,Luv-n-Care No 2,6509 GRISSOM RD  SAN ANTONIO TX- 78238 2237,6/3/16,Based on the information gathered the caregiver in the two year old classroom slapped one child on the hand and kicked another child.,BEXAR,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
447548,Southbelt Montessori Learning Center,12495 SCARSDALE BLVD  HOUSTON TX- 77089 6137,6/3/16,"Based on the evidence collected, there is sufficient evidence to find a caregiver at the operation was responsible for neglectful  supervision.",HARRIS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",NO,Licensed Center
975176,Attitude Respect N Manners Learning Center,12289 W HOUSTON CENTER BLVD STE 200 HOUSTON TX- 77082 3157,6/5/17,There is sufficient evidence to support the allegation of neglect at an operation.,HARRIS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",YES,Licensed Center
237266,Just Kids! Christian Learning Center & Child Care,3060 OLMOS CREEK DR  SAN ANTONIO TX- 78230 5427,6/5/17,"Based on information obtained and video footage, a caregiver was seen spanking a child during nap time.",BEXAR,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
1146254,Kids Place Learning Center,1510 N HIGHWAY 175  SEAGOVILLE TX- 75159 2348,6/5/17,It was determined that the director of the operation used a ruler  to discipline children as a form of punishment,DALLAS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
922008,Plum Creek Head Start,6969 SOUTH LOOP E  HOUSTON TX- 77087 2357,6/6/16,"Based on the information obtained a caregiver demonstrated harsh, cruel, or unusual punishments toward a child at the operation. The caregiver lifted and pulled a chair from underneath the child while the child was sitting in the chair resulting in the child falling out of the chair to the floor on his bottom.",HARRIS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
347918,Children's Lighthouse at Grand Mission,7307 GRAND MISSION BLVD  RICHMOND TX- 77407 5473,6/6/17,A caregiver was witnessed using inappropriate discipline.,FORT BEND,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
96452,Fairwood UMC Child Care Center,1712 OLD OMEN RD  TYLER TX- 75701 5129,6/6/17,It was found during an investigation that caregivers have hit children with a towel for punishment.,SMITH,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
1119336,HOPE Daycare,2 N GENERAL BRUCE DR  TEMPLE TX- 76504 2428,6/7/17,After reviewing the video footage provided by the operation it was confirmed that a caregiver inappropriately disciplined a child in care.,BELL,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
246441,Intelligent Minds Development Center,7400 N WAYSIDE DR  HOUSTON TX- 77028 3227,6/7/17,Based on the information obtained inappropriate discipline is being used by caregivers.,HARRIS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
1255888,Mid Cities Scholars,1101 AIRPORT FWY  BEDFORD TX- 76021 5485,6/7/17,A caregiver admitted to pushing a child's head to prevent the child from eating from a container of food the child obtained from the garbage.,TARRANT,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
1229439,Safe Harbor Learning Center,11701 JACKSBORO HWY  FORT WORTH TX- 76135 9192,6/7/17,A caregiver bit a child in care as a form of punishment for biting another child.,TARRANT,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",YES,Licensed Center
1229439,Safe Harbor Learning Center,11701 JACKSBORO HWY  FORT WORTH TX- 76135 9192,6/7/17,There is substantial evidence that a caregiver physically abused a child in care when the caregiver bit the child in the arm.,TARRANT,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",NO,Licensed Center
351531,Childcare Network  #171,703 S CEDAR RIDGE DR  DUNCANVILLE TX- 75137 2203,6/8/16,This standard was evaluated through interviews and other sources. It was determined that a caregiver inappropriately disciplined a child. The caregiver was terminated.,DALLAS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",NO,Licensed Center
1133257,"Rainbow Academy, Inc",2227 CHEYENNE ST  IRVING TX- 75062 7264,6/8/16,This standard was evaluated and there was evidence through interviews that a caregiver was holding or tapping children in an inappropriate manner. The caregiver was terminated.,DALLAS,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",NO,Licensed Center
103658,Dumas Discovery Center,310 E 1ST ST  DUMAS TX- 79029 2730,6/8/17,A caregiver inappropriately disciplined a child by striking the child on the backside.,MOORE,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
251329,Mosaic Redwine Child Care Center,5191 S BRYANT BLVD  SAN ANGELO TX- 76904 9561,6/8/17,It was determined that a caregiver grabbed a child by the arm and forced the child into time out.,TOM GREEN,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
249485,Nenes Kiddie Kollege,5410 SCOTT ST  HOUSTON TX- 77021 1516,6/8/17,"Based on the information obtained, there is sufficient evidence to validate a caregiver admittedly threw a glue bottle at an eight year old female hitting her in the eye causing her an eye contusion. The caregiver threw the glue bottle to get the child's attention.",HARRIS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",YES,Licensed Center
151642,Little Texans Academy,18211 KELLY BLVD  DALLAS TX- 75287 4669,6/9/17,A caregiver used inappropriate discipline by using a ruler to hit a child.,DENTON,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
1209720,Step By Step Learning Academy,714 14TH ST N  TEXAS CITY TX- 77590 5439,6/9/17,There is sufficient evidence to support the allegation of neglectful supervision in the operation.,GALVESTON,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",YES,Licensed Center
