Injuries1 in CCL Investigations2 Sustained in Day Care Centers and Homes,,,,,,,,,,,,,,,,
"July 01, 2017 - July 31, 2018",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Operation Type3,Operation Number,Operation Name ,Impact Case ID,Impact Stage ID,Class Investigation ID,CLASS Investigaion Number,Date Intake Received ,Date Investigation Completed,Injury,Injury Related to Abuse/Neglect,Injury Determination,Type of Injury,Other Type of Injury,Injury Caused By,Injury Related To,Incident Location
Licensed Center,1458487,Club Rewind Summer Camp at Gleason Elementary School,,,1567012,2356399,7/31/2017,8/7/2017,Y,N,Serious,Fracture,,Self-Inflicted,Tripped while skating.,Child in care away from the operation
Licensed Center,1521034,The Goddard School,,,1567096,2356780,7/31/2017,8/17/2017,Y,N,Non-Serious,Laceration,,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,1532859,Ashleys Playhouse,,,1567066,2356696,7/31/2017,8/11/2017,Y,N,Non-Serious,Fracture,,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,1610656,Peaster's Little Texas Stars,,0,1567068,2356694,7/31/2017,8/3/2017,Y,N,Non-Serious,Mouth/Eye/Ear,,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,1612316,Goddard School,45398329,69201315,1567059,2356672,7/31/2017,8/29/2017,Y,N,Non-Serious,Other,Bruise to the left bicep,Other,,Child in care at the operation
Licensed Center,1626890,KLA School of Flower Mound,,,1567002,2356409,7/31/2017,8/16/2017,Y,N,Non-Serious,Mouth/Eye/Ear,,Other,,Child in care at the operation
Licensed Center,1628695,Primrose School at Bulverde Road,,,1567105,2356777,7/31/2017,8/14/2017,Y,N,Non-Serious,Other,bite mark,Other,,Child in care at the operation
Licensed Center,1650637,Bo-Peep Daycare II,,,1567095,2356695,7/31/2017,9/25/2017,Y,N,Non-Serious,Laceration,,Indoor Equipment/Structure,toy,Child in care at the operation
Licensed Center,219495,Valley Hi Baptist Academy,,,1567181,2356557,7/31/2017,9/8/2017,Y,N,Non-Serious,Laceration,,Other,,Child in care at the operation
Licensed Center,306286,New Life Day Cares Inc,,0,1567023,2356436,7/31/2017,8/23/2017,Y,N,Non-Serious,Contusion,,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,414438,St Johns Childrens Learning Center,45399145,69203663,1567100,2356758,7/31/2017,9/18/2017,Y,N,Non-Serious,Fracture,,Other,,Child in care at the operation
Licensed Center,830389,Little Dude Ranch,,,1567149,2356675,7/31/2017,9/28/2017,Y,N,Non-Serious,Laceration,,Other,,Child in care at the operation
Licensed Center,841317,Country Kids Academy,,,1567077,2356674,7/31/2017,8/7/2017,Y,N,Non-Serious,Other,Scratches to the inner right arm,Discipline,Was grabbed by a caregiver,Child in care at the operation
Licensed Center,864060,Childrens Lighthouse of Mag Creek,,,1567088,2356687,7/31/2017,8/15/2017,Y,N,Non-Serious,Other,arm,Self-Inflicted,tripped over rug,Child in care at the operation
Licensed Center,1069626,Amarillo Southwest Montessori Preschool INC,,,1567219,2356935,8/1/2017,9/11/2017,Y,N,Non-Serious,Other,Seizure,Other,,Child in care at the operation
Licensed Center,1156886,"Cadence Academy, Forney",,0,1567129,2356835,8/1/2017,8/30/2017,Y,N,Non-Serious,Fracture,,Other,,Child in care at the operation
Licensed Center,1227887,The Salvation Army Boys & Girls Club of Kerrville,,,1567161,2356798,8/1/2017,9/26/2017,Y,N,Non-Serious,Laceration,,Outdoor Equipment/Structure,Canopy,Child in care at the operation
Licensed Center,1227887,The Salvation Army Boys & Girls Club of Kerrville,,,1567162,2356797,8/1/2017,9/28/2017,Y,N,Non-Serious,Contusion,,Indoor Equipment/Structure,Partition doors,Child in care at the operation
Licensed Center,1417906-10751,A Place to Grow 1V,,0,1568108,2356825,8/1/2017,8/23/2017,Y,N,Non-Serious,Other,bite,Other,,Child in care at the operation
Licensed Center,1463466,Superkid Learning Center and Prekinder,45399926,69208969,1567207,2356946,8/1/2017,8/18/2017,Y,N,Non-Serious,Burn,,Other,,Child in care at the operation
Licensed Center,1463466,Superkid Learning Center and Prekinder,45399926,69208969,1567207,2356946,8/1/2017,8/18/2017,Y,N,Non-Serious,Burn,,Other,,Child in care at the operation
Licensed Center,1504739,Boo Boo's Learning Center,,0,1567235,2356954,8/1/2017,8/30/2017,Y,N,Non-Serious,Laceration,,Other,,Child in care at the operation
Licensed Center,1522765,Primrose School of Eagle Springs,,,1567099,2356729,8/1/2017,9/28/2017,Y,N,Non-Serious,Laceration,,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,1564458,Little Texans Learning Academy,,,1567086,2356727,8/1/2017,8/3/2017,Y,N,Non-Serious,Laceration,,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,1630331,Cornerstone Learning Academy and Childcare LLC,,0,1567194,2356961,8/1/2017,8/7/2017,Y,N,Non-Serious,Contusion,,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,222501,Instruction Junction,,,1567142,2356837,8/1/2017,9/29/2017,Y,N,Non-Serious,Laceration,,Outdoor Equipment/Structure,Pole on the playground,Child in care at the operation
Licensed Center,309680-747,Kindercare 1252,,,1567119,2356821,8/1/2017,8/17/2017,Y,N,Non-Serious,Mouth/Eye/Ear,,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,403468,Creme De La Creme,,,1567198,2356960,8/1/2017,8/8/2017,Y,N,Non-Serious,Other,nurse maid elbow,Other,,Child in care at the operation
Licensed Center,514896,Cubs Country Child Care,,,1567231,2356958,8/1/2017,8/4/2017,Y,N,Non-Serious,Laceration,,Indoor Equipment/Structure,toilet,Child in care at the operation
Licensed Center,517722,Country Meadow Day School,,,1567134,2356847,8/1/2017,9/7/2017,Y,N,Non-Serious,Fracture,,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,538289,Children's Depot  L.L.C.,,0,1567293,2356741,8/1/2017,8/30/2017,Y,N,Non-Serious,Laceration,,Indoor Equipment/Structure,Bathroom Sink,Child in care at the operation
Licensed Center,830972-668,Y School Age Green Valley Elementary,,,1567147,2356922,8/1/2017,8/25/2017,Y,N,Serious,Fracture,,Other,,Child in care at the operation
Licensed Center,830972-668,Y School Age Green Valley Elementary,,,1567151,2356933,8/1/2017,8/25/2017,Y,N,Non-Serious,Contusion,,Other,,Child in care at the operation
Licensed Center,834882,Grace Kidz World Academy #1,,,1567200,2356969,8/1/2017,9/18/2017,Y,N,Non-Serious,Fracture,,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,874677,Miles Ahead Child Care Development Center,45400627,0,1567155,2356945,8/1/2017,8/30/2017,Y,N,Serious,Mouth/Eye/Ear,,Other,,Child in care at the operation
Licensed Center,1047347,Wellspring Children's Academy,,,1567237,2357135,8/2/2017,9/5/2017,Y,N,Serious,Fracture,,Self-Inflicted,Fall,Child in care at the operation
Licensed Center,1182306,Kids R Kids Richardson,,,1567344,2357172,8/2/2017,9/29/2017,Y,N,Serious,Fracture,,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,1184006,Pecan Creek Day School,,,1567304,2357176,8/2/2017,8/22/2017,Y,N,Non-Serious,Other,Chin,Indoor Equipment/Structure,counter,Child in care at the operation
Licensed Center,1341507,Challenger School,,0,1567177,2356992,8/2/2017,8/14/2017,Y,N,Non-Serious,Laceration,,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,1401749,The Son Rise School,,,1567227,2357095,8/2/2017,8/3/2017,Y,N,Non-Serious,Contusion,,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,1517230,Cranebrook Christian Academy,45402930,0,1567306,2357325,8/2/2017,8/23/2017,Y,N,Non-Serious,Other,sctrach on private area,Other,,Child in care at the operation
Licensed Center,1521434,DePaul-Wesley Children's Center,,,1567183,2357027,8/2/2017,9/28/2017,Y,N,Non-Serious,Other,Child placed mulch in nose,Outdoor Equipment/Structure,Mulch,Child in care at the operation
Licensed Center,153217-5212,Neighborhood Centers,,,1567204,2357029,8/2/2017,9/29/2017,Y,N,Non-Serious,Fracture,,Other,,Child in care away from the operation
Licensed Center,1593061,Handprints Child Care 11 LLC dba Handprints Academy,45402890,0,1567245,2357158,8/2/2017,8/15/2017,Y,N,Serious,Other,Face/Nose,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,1631783,Childrens Lighthouse Valley Parkway,,0,1567378,2357150,8/2/2017,8/11/2017,Y,N,Non-Serious,Mouth/Eye/Ear,,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,1634202,Pride and Joy Academy,,0,1567505,2357044,8/2/2017,8/7/2017,Y,N,Non-Serious,Laceration,,Indoor Equipment/Structure,sink counter,Child in care at the operation
Licensed Center,18924,Marbach Christian Church DCC,,,1567222,2357102,8/2/2017,9/19/2017,Y,N,Non-Serious,Laceration,Bite,Other,,Child in care at the operation
Licensed Center,208615,Dunkin Academy of Forney,,,1567318,2357221,8/2/2017,8/24/2017,Y,N,Non-Serious,Other,mashed fingers in door,Indoor Equipment/Structure,mashed finger in door,Child in care at the operation
Licensed Center,305900-747,Kindercare Learning Center,,,1567332,2357183,8/2/2017,9/28/2017,Y,N,Non-Serious,Laceration,,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,416628,Susanna Wesley Day School and After School Program,,,1567213,2357076,8/2/2017,9/28/2017,Y,N,Serious,Other,nursemaid elbow,Other,,Child in care at the operation
Licensed Center,509312-747,Kindercare Frankford,,,1567280,2357153,8/2/2017,9/29/2017,Y,N,Non-Serious,Fracture,,Other,,Child in care at the operation
Licensed Center,535582,World of Color Development Center,45403549,69212120,1567281,2357227,8/2/2017,10/2/2017,Y,N,Non-Serious,Contusion,,Other,,Child in care away from the operation
Licensed Center,831986,Lil  Ones Academy,,0,1567297,2357092,8/2/2017,8/28/2017,Y,N,Non-Serious,Fracture,,Other,,Child in care at the operation
Licensed Center,923986,Childrens Lighthouse Helotes,,,1567283,2357085,8/2/2017,8/30/2017,Y,N,Non-Serious,Laceration,,Other,,Child in care at the operation
Licensed Center,1122666,Kids Day Care,45403592,69212280,1567288,2357238,8/3/2017,9/28/2017,Y,N,Non-Serious,Other,Abrasion to penis,Other,,Child in care at the operation
Licensed Center,1485586,First United Methodist Church Academy Kids,,0,1567315,2357277,8/3/2017,9/20/2017,Y,N,Non-Serious,Other,Busted lip,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,1485586,First United Methodist Church Academy Kids,,0,1567322,2357340,8/3/2017,9/18/2017,Y,N,Non-Serious,Other,carpet burn,Other,,Child in care at the operation
Licensed Center,1528986-1027,YMCA Child Development Center,45405112,69216480,1567389,2357466,8/3/2017,11/7/2017,Y,Y,Non-Serious,Contusion,,Restraint and Seclusion,,Child in care at the operation
Licensed Center,1529604,Children's Learning Adventure Child Care Center,,,1567328,2357335,8/3/2017,9/28/2017,Y,N,Non-Serious,Mouth/Eye/Ear,,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,1534885,K3 Creative Center #2,45403755,,1567312,2357331,8/3/2017,9/29/2017,Y,N,Non-Serious,Other,small cut,Other,,Child in care at the operation
Licensed Center,1554885,Small Blessings Preschool,45404434,69213997,1567339,2357374,8/3/2017,9/8/2017,Y,N,Non-Serious,Contusion,,Other,,Child in care at the operation
Licensed Center,1640246,Promiseland Learning Center,,,1567352,2357397,8/3/2017,9/25/2017,Y,N,Serious,Laceration,,Water Activities,Splash Pad,Child in care at the operation
Licensed Center,1647208,Primrose School of Dripping Springs,,0,1567316,2357352,8/3/2017,8/21/2017,Y,N,Non-Serious,Fracture,,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,174742,Happy Days Child Development Center,,0,1567353,2357409,8/3/2017,8/10/2017,Y,N,Non-Serious,Contusion,,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,188131-704,J.T. and Margaret Talkington Early Learning Center,,0,1567313,2357330,8/3/2017,9/29/2017,Y,N,Non-Serious,Laceration,,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,195588,Valley Oak Tree No.1,0,0,1567323,2357345,8/3/2017,9/22/2017,Y,N,Non-Serious,Other,bite ,Other,,Child in care at the operation
Licensed Center,515911,Stepping Stone School,,,1567308,2357321,8/3/2017,9/8/2017,Y,N,Non-Serious,Other,Cut,Other,,Child in care at the operation
Licensed Center,545156-810,Childrens Courtyard-Rufe Snow,,0,1567320,2357341,8/3/2017,8/28/2017,Y,N,Non-Serious,Fracture,,Self-Inflicted,The child tried to pulled her hand from the cargivers hand while holding her. ,Child in care at the operation
Licensed Center,819501,Good Foundations Learning Center,,,1567355,2357415,8/3/2017,9/7/2017,Y,N,Non-Serious,Other,Ankle,Self-Inflicted,Accidental fall,Child in care at the operation
Licensed Center,905610,The Cubhouse Daycare,,,1567331,2357293,8/3/2017,8/11/2017,Y,N,Non-Serious,Other,dislocated arm,Other,,Child in care at the operation
Licensed Center,1065886,Promiseland Playhouse Christian Academy,,,1567528,2357523,8/4/2017,8/17/2017,Y,N,Non-Serious,Fracture,,Other,,Child in care at the operation
Licensed Center,1107006,Y Early Learning Center,,0,1567526,2357565,8/4/2017,8/11/2017,Y,N,Non-Serious,Fracture,,Other,,Child in care at the operation
Licensed Center,1358186,Childcare Network  #198,,,1567512,2357596,8/4/2017,8/10/2017,Y,N,Non-Serious,Contusion,,Other,,Child in care at the operation
Licensed Center,1509747,K.I.D.S. Care Center,,,1567415,2357478,8/4/2017,9/5/2017,Y,N,Non-Serious,Other,bump on forehead,Other,,Child in care at the operation
Licensed Center,1522765,Primrose School of Eagle Springs,,0,1567382,2357447,8/4/2017,8/30/2017,Y,N,Non-Serious,Fracture,,Outdoor Equipment/Structure,,Child in care away from the operation
Licensed Center,1570169,A Mother's Touch Early Childhood Development Center Inc.,45406079,0,1567438,2357544,8/4/2017,8/17/2017,Y,N,Non-Serious,Contusion,,Self-Inflicted,Outdoors Play,Child in care at the operation
Licensed Center,1604456,Primrose School of Frisco at Independence,,0,1567497,2357569,8/4/2017,9/14/2017,Y,N,Non-Serious,Laceration,Stiches,Outdoor Equipment/Structure,Support post for outdoor canopy,Child in care at the operation
Licensed Center,1637934,Handprints Child Care 15 LLC dba Handprints Academy,,,1567401,2357535,8/4/2017,8/11/2017,Y,N,Non-Serious,Fracture,,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,189725-747,Kinder Care No.864,,0,1567605,2357562,8/4/2017,8/28/2017,Y,N,Non-Serious,Mouth/Eye/Ear,,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,205154,Our Kids Treehouse,45405868,69217127,1567400,2357520,8/4/2017,9/13/2017,Y,Y,Serious,Other,Bruise,Discipline,,Child in care away from the operation
Licensed Center,21531,Life Church Child Development Center,,0,1567607,2357616,8/4/2017,8/28/2017,Y,N,Non-Serious,Mouth/Eye/Ear,,Other,,Child in care at the operation
Licensed Center,307186-747,KinderCare - Green Oaks,,,1567518,2357612,8/4/2017,9/8/2017,Y,N,Non-Serious,Laceration,,Indoor Equipment/Structure,Ran into wall and cut forehead,Child in care at the operation
Licensed Center,39356,Kinder Kare Day Care Center,,,1567443,2357604,8/4/2017,9/29/2017,Y,N,Non-Serious,Laceration,,Other,,Child in care at the operation
Licensed Center,402848,Texas Heritage Childrens Ranch,45405547,0,1567601,2357551,8/4/2017,8/25/2017,Y,N,Non-Serious,Contusion,,Self-Inflicted,fall due to running in classroom,Child in care at the operation
Licensed Center,506081,Bright Horizons at Legacy,,0,1567598,2357638,8/4/2017,9/13/2017,Y,N,Non-Serious,Other,Bump,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,516053,Mount Sinai Christian Academy,45406953,,1567517,2357659,8/4/2017,8/9/2017,Y,Y,Non-Serious,Other,Bruise on inner thighs,Other,,Child in care at the operation
Licensed Center,556373-810,The Childrens Courtyard,,,1567546,2357640,8/4/2017,8/21/2017,Y,N,Serious,Contusion,,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,810025,Professional Academy Christian Education,,0,1567599,2357614,8/4/2017,9/22/2017,Y,N,Non-Serious,Contusion,,Outdoor Equipment/Structure,sidewalk,Child in care at the operation
Licensed Center,819705,Cornerstone Child Care,45406853,,1567588,2357641,8/4/2017,8/29/2017,Y,N,Non-Serious,Other,fell and hit his head,Other,,Child in care at the operation
Licensed Center,819705,Cornerstone Child Care,,,1567420,2357516,8/4/2017,8/25/2017,Y,N,Non-Serious,Other,child fell in the classroom,Other,,Child in care at the operation
Licensed Center,820204,Burning Bush Academy,45405668,69216646,1567391,2357484,8/4/2017,8/31/2017,Y,N,Non-Serious,Contusion,,Other,,Child in care at the operation
Licensed Center,827494,Trinity Extended Day,,,1567413,2357515,8/4/2017,8/21/2017,Y,N,Serious,Contusion,,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,906053,Acrokids Academy,,0,1567503,2357598,8/4/2017,9/28/2017,Y,N,Non-Serious,Fracture,,Indoor Equipment/Structure,padded pole,Child in care at the operation
Licensed Center,155306,Memorial Lutheran School,,,1567567,2357893,8/5/2017,8/14/2017,Y,N,Non-Serious,Laceration,,Other,,Child in care at the operation
Licensed Center,1557962,Foundations Academy of Cypress,45407614,,1567533,2357726,8/5/2017,9/18/2017,Y,N,Non-Serious,Mouth/Eye/Ear,,Other,,Child in care at the operation
Licensed Center,902484,Blue Diamond Montessori Center,,,1567566,2357909,8/5/2017,9/21/2017,Y,N,Non-Serious,Mouth/Eye/Ear,,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,1544581,Riverchase Montessori Academy,45408098,69224301,1567559,2357642,8/6/2017,9/1/2017,Y,N,Non-Serious,Other,Vaginitis/Vulvatitis,Self-Inflicted,Scratching herself,Child in care at the operation
Licensed Center,1648705,ABC Smart Start Learning Academy,45407956,69223903,1567540,2357844,8/6/2017,9/14/2017,Y,N,Non-Serious,Fracture,,Indoor Equipment/Structure,Tile flooring,Child in care at the operation
Licensed Center,1649327,"Aspiring Future Leaders Academy, LLC",45408186,0,1567519,2357662,8/6/2017,8/9/2017,Y,N,Non-Serious,Mouth/Eye/Ear,,Other,,Child in care at the operation
Licensed Center,811682-810,Childrens Courtyard,45407917,69223498,1567516,2357744,8/6/2017,12/28/2017,Y,N,Non-Serious,Fracture,,Other,,Child in care away from the operation
Licensed Center,1513767,Childrens Lighthouse,,,1567569,2357728,8/7/2017,10/3/2017,Y,N,Non-Serious,Laceration,,Indoor Equipment/Structure,,Child in care at the operation
