activity_type,self_report,activity_date,activity_id,operation_number,operation_id,operation_type,operation_name,location_address,mailing_address,county,type_of_issuance,issuance_date,conditions_on_permit,accepts_child_care_subsidies,total_capacity,licensed_to_serve_ages,corrective_action,adverse_action,temporarily_closed,programmatic_services,treatment_services,deficiency_high,deficiency_medium_high,deficiency_medium,deficiency_medium_low,deficiency_low,total_inspections,total_assessments,total_reports,total_self_reports,location_address_geo,related_violation,injury_detail
INSPECTION,,2016-10-12,428400096,1628721,1248489,Licensed Center,Alphabest at Miller Elementary,300 CYPRESS HILL DR  LITTLE ELM TX- 75068 5172,300 CYPRESS HILL DR  LITTLE ELM TX- 75068 5172,DENTON,Full Permit,02/07/2017,NO,Y,150,School,NO,NO,NO,,,2,1,1,0,0,6,0,0,0,"300 CYPRESS HILL DR LITTLE ELM TX- 75068 5172
(40.483553, -79.78435)",4s,4m
INSPECTION,,2016-10-12,428400096,1628721,1248489,Licensed Center,Alphabest at Miller Elementary,300 CYPRESS HILL DR  LITTLE ELM TX- 75068 5172,300 CYPRESS HILL DR  LITTLE ELM TX- 75068 5172,DENTON,Full Permit,02/07/2017,NO,Y,150,School,NO,NO,NO,,,2,1,1,0,0,6,0,0,0,"300 CYPRESS HILL DR LITTLE ELM TX- 75068 5172
(40.483553, -79.78435)",2r,4m
REPORT,N,2016-08-11,428429147,1289210,835416,Licensed Center,Child Logic Inc,4201 UP RIVER RD  CORPUS CHRISTI TX- 78408 3026,4201 UP RIVER RD  CORPUS CHRISTI TX- 78408 3026,NUECES,Full Permit,09/16/2011,NO,Y,147,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,3,2,2,0,0,14,0,2,1,"4201 UP RIVER RD CORPUS CHRISTI TX- 78408 3026
(27.800181, -97.438925)",2r,4m
REPORT,Y,2016-04-07,428413242,184831- 747,99287,Licensed Center,KINDER CARE NO 802,14614 WALLISVILLE RD  HOUSTON TX- 77049 4436,14614 WALLISVILLE RD  HOUSTON TX- 77049 4436,HARRIS,Full Permit,10/24/1986,NO,Y,123,"Infant,Toddler,Pre-Kindergarten",NO,NO,NO,,,4,4,2,0,0,10,0,2,1,"14614 WALLISVILLE RD HOUSTON TX- 77049 4436
(29.80574, -95.18599)",,3i
INSPECTION,,2016-05-31,428325770,184831- 747,99287,Licensed Center,KINDER CARE NO 802,14614 WALLISVILLE RD  HOUSTON TX- 77049 4436,14614 WALLISVILLE RD  HOUSTON TX- 77049 4436,HARRIS,Full Permit,10/24/1986,NO,Y,123,"Infant,Toddler,Pre-Kindergarten",NO,NO,NO,,,4,4,2,0,0,10,0,2,1,"14614 WALLISVILLE RD HOUSTON TX- 77049 4436
(29.80574, -95.18599)",,3i
REPORT,N,2016-02-17,428434276,1554441,1164383,Licensed Center,Little Cowboys and Tiaras Daycare,240 BRITE RD  CIBOLO TX- 78108 3115,240 BRITE RD  CIBOLO TX- 78108 3115,GUADALUPE,Full Permit,04/01/2016,NO,Y,81,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,4,8,1,1,0,7,0,1,1,"240 BRITE RD CIBOLO TX- 78108 3115
(29.584135, -98.210933)",2r,4m
REPORT,N,2016-02-17,428434276,1554441,1164383,Licensed Center,Little Cowboys and Tiaras Daycare,240 BRITE RD  CIBOLO TX- 78108 3115,240 BRITE RD  CIBOLO TX- 78108 3115,GUADALUPE,Full Permit,04/01/2016,NO,Y,81,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,4,8,1,1,0,7,0,1,1,"240 BRITE RD CIBOLO TX- 78108 3115
(29.584135, -98.210933)",1f,4m
REPORT,N,2016-09-07,428432928,1532201,1134024,Licensed Center,Cypress Kids Learning Center,15802 JARVIS RD  CYPRESS TX- 77429 2130,15802 JARVIS RD  CYPRESS TX- 77429 2130,HARRIS,Full Permit,08/27/2014,YES,N,170,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,2,3,1,1,8,0,2,2,"15802 JARVIS RD CYPRESS TX- 77429 2130
(29.96426, -95.662634)",2r,4m
REPORT,N,2017-08-24,428419036,811507,194662,Licensed Center,Big Dreams & Lil' Wonders Academy,11010 PERRY RD STE C HOUSTON TX- 77064 4603,11010 PERRY RD STE C HOUSTON TX- 77064 4603,HARRIS,Full Permit,04/03/2002,YES,Y,91,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,0,5,0,0,0,4,0,3,0,"11010 PERRY RD STE C HOUSTON TX- 77064 4603
",2r,4m
REPORT,N,2017-08-23,428419035,811507,194662,Licensed Center,Big Dreams & Lil' Wonders Academy,11010 PERRY RD STE C HOUSTON TX- 77064 4603,11010 PERRY RD STE C HOUSTON TX- 77064 4603,HARRIS,Full Permit,04/03/2002,YES,Y,91,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,0,5,0,0,0,4,0,3,0,"11010 PERRY RD STE C HOUSTON TX- 77064 4603
",2r,9i
REPORT,N,2017-08-23,428419035,811507,194662,Licensed Center,Big Dreams & Lil' Wonders Academy,11010 PERRY RD STE C HOUSTON TX- 77064 4603,11010 PERRY RD STE C HOUSTON TX- 77064 4603,HARRIS,Full Permit,04/03/2002,YES,Y,91,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,0,5,0,0,0,4,0,3,0,"11010 PERRY RD STE C HOUSTON TX- 77064 4603
",2r,4m
REPORT,N,2017-06-27,428433155,1535412,1138828,Licensed Center,Children's Learning Adventure Child Care Center,24224 CINCO TERRACE DR  KATY TX- 77494 3427,24224 CINCO TERRACE DR  KATY TX- 77494 3427,FORT BEND,Full Permit,10/16/2014,YES,N,686,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,15,14,3,1,1,22,0,10,4,"24224 CINCO TERRACE DR KATY TX- 77494 3427
(29.698399, -95.805054)",2r,6m
REPORT,N,2017-05-04,428432019,1517454,1114330,Licensed Center,The Littlest Ones School,8955 SOUTH FWY  HOUSTON TX- 77051 2362,8955 SOUTH FWY  HOUSTON TX- 77051 2362,HARRIS,Full Permit,01/09/2014,YES,Y,85,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,12,30,9,0,2,15,0,3,0,"8955 SOUTH FWY HOUSTON TX- 77051 2362
(29.662309, -95.385219)",3s,6m
REPORT,N,2017-05-04,428432019,1517454,1114330,Licensed Center,The Littlest Ones School,8955 SOUTH FWY  HOUSTON TX- 77051 2362,8955 SOUTH FWY  HOUSTON TX- 77051 2362,HARRIS,Full Permit,01/09/2014,YES,Y,85,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,12,30,9,0,2,15,0,3,0,"8955 SOUTH FWY HOUSTON TX- 77051 2362
(29.662309, -95.385219)",2r,6m
REPORT,N,2017-06-14,428432020,1517454,1114330,Licensed Center,The Littlest Ones School,8955 SOUTH FWY  HOUSTON TX- 77051 2362,8955 SOUTH FWY  HOUSTON TX- 77051 2362,HARRIS,Full Permit,01/09/2014,YES,Y,85,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,12,30,9,0,2,15,0,3,0,"8955 SOUTH FWY HOUSTON TX- 77051 2362
(29.662309, -95.385219)",4s,4m
REPORT,N,2016-05-13,428425785,907734,368890,Licensed Center,The Kid's Garden Learning Center,10918 WURZBACH RD STE 100 SAN ANTONIO TX- 78230 2578,10918 WURZBACH RD STE 100 SAN ANTONIO TX- 78230 2578,BEXAR,Full Permit,04/10/2009,NO,Y,147,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,14,10,3,0,1,21,2,6,2,"10918 WURZBACH RD STE 100 SAN ANTONIO TX- 78230 2578
",,4m
INSPECTION,,2017-12-18,428369370,1170806,692588,Licensed Center,Oak View Academy Montessori and Traditional Education,6804 ANDERSON DR  THE COLONY TX- 75056 3515,6804 ANDERSON DR  THE COLONY TX- 75056 3515,DENTON,Full Permit,02/15/2011,NO,Y,150,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,7,9,3,0,2,15,0,6,2,"6804 ANDERSON DR THE COLONY TX- 75056 3515
(33.096145, -96.899266)",5t,4m
REPORT,Y,2017-12-02,428428264,1170806,692588,Licensed Center,Oak View Academy Montessori and Traditional Education,6804 ANDERSON DR  THE COLONY TX- 75056 3515,6804 ANDERSON DR  THE COLONY TX- 75056 3515,DENTON,Full Permit,02/15/2011,NO,Y,150,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,7,9,3,0,2,15,0,6,2,"6804 ANDERSON DR THE COLONY TX- 75056 3515
(33.096145, -96.899266)",4s,2a
REPORT,Y,2017-12-02,428428264,1170806,692588,Licensed Center,Oak View Academy Montessori and Traditional Education,6804 ANDERSON DR  THE COLONY TX- 75056 3515,6804 ANDERSON DR  THE COLONY TX- 75056 3515,DENTON,Full Permit,02/15/2011,NO,Y,150,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,7,9,3,0,2,15,0,6,2,"6804 ANDERSON DR THE COLONY TX- 75056 3515
(33.096145, -96.899266)",4s,4m
INSPECTION,,2017-12-07,428369369,1170806,692588,Licensed Center,Oak View Academy Montessori and Traditional Education,6804 ANDERSON DR  THE COLONY TX- 75056 3515,6804 ANDERSON DR  THE COLONY TX- 75056 3515,DENTON,Full Permit,02/15/2011,NO,Y,150,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,7,9,3,0,2,15,0,6,2,"6804 ANDERSON DR THE COLONY TX- 75056 3515
(33.096145, -96.899266)",,4m
INSPECTION,,2018-01-23,428369371,1170806,692588,Licensed Center,Oak View Academy Montessori and Traditional Education,6804 ANDERSON DR  THE COLONY TX- 75056 3515,6804 ANDERSON DR  THE COLONY TX- 75056 3515,DENTON,Full Permit,02/15/2011,NO,Y,150,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,7,9,3,0,2,15,0,6,2,"6804 ANDERSON DR THE COLONY TX- 75056 3515
(33.096145, -96.899266)",,4m
REPORT,N,2017-07-13,428430732,1475806,1063088,Licensed Center,Tadpole Childrens Academy,921 SCOTT AVE  WICHITA FALLS TX- 76301 3415,921 SCOTT AVE  WICHITA FALLS TX- 76301 3415,WICHITA,Full Permit,01/29/2013,YES,Y,227,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,1,2,0,1,10,0,3,1,"921 SCOTT AVE WICHITA FALLS TX- 76301 3415
",2r,6m
REPORT,Y,2017-01-23,428429816,1369187,933969,Licensed Center,Stair Steps 2 Learning,13303 WINDFERN RD  HOUSTON TX- 77064 3138,13303 WINDFERN RD  HOUSTON TX- 77064 3138,HARRIS,Full Permit,01/27/2012,YES,Y,130,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,7,6,4,0,0,8,0,3,1,"13303 WINDFERN RD HOUSTON TX- 77064 3138
(29.9336, -95.580598)",2r,4m
REPORT,Y,2016-02-16,428434583,1559325,1171135,Licensed Center,Elite City Kids Childcare & Learning Academy #2,15002 ELLA BLVD STE 10 HOUSTON TX- 77090 5622,15002 ELLA BLVD STE 10 HOUSTON TX- 77090 5622,HARRIS,Full Permit,03/28/2016,YES,Y,64,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,6,24,1,0,0,9,0,2,1,"15002 ELLA BLVD STE 10 HOUSTON TX- 77090 5622
",4s,4m
REPORT,Y,2016-02-16,428434583,1559325,1171135,Licensed Center,Elite City Kids Childcare & Learning Academy #2,15002 ELLA BLVD STE 10 HOUSTON TX- 77090 5622,15002 ELLA BLVD STE 10 HOUSTON TX- 77090 5622,HARRIS,Full Permit,03/28/2016,YES,Y,64,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,6,24,1,0,0,9,0,2,1,"15002 ELLA BLVD STE 10 HOUSTON TX- 77090 5622
",2r,4m
REPORT,N,2016-03-10,428432274,1521434,1119337,Licensed Center,DePaul-Wesley Children's Center,1418 FITCH ST  SAN ANTONIO TX- 78211 1406,1418 FITCH ST  SAN ANTONIO TX- 78211 1406,BEXAR,Full Permit,02/14/2014,NO,Y,266,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,3,6,3,0,0,19,0,9,7,"1418 FITCH ST SAN ANTONIO TX- 78211 1406
(36.081411, -80.226761)",2r,4m
REPORT,N,2016-03-10,428432274,1521434,1119337,Licensed Center,DePaul-Wesley Children's Center,1418 FITCH ST  SAN ANTONIO TX- 78211 1406,1418 FITCH ST  SAN ANTONIO TX- 78211 1406,BEXAR,Full Permit,02/14/2014,NO,Y,266,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,3,6,3,0,0,19,0,9,7,"1418 FITCH ST SAN ANTONIO TX- 78211 1406
(36.081411, -80.226761)",2r,6m
REPORT,Y,2016-05-16,428432275,1521434,1119337,Licensed Center,DePaul-Wesley Children's Center,1418 FITCH ST  SAN ANTONIO TX- 78211 1406,1418 FITCH ST  SAN ANTONIO TX- 78211 1406,BEXAR,Full Permit,02/14/2014,NO,Y,266,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,3,6,3,0,0,19,0,9,7,"1418 FITCH ST SAN ANTONIO TX- 78211 1406
(36.081411, -80.226761)",2r,4m
REPORT,N,2016-11-10,428429638,1354109,916172,Licensed Center,Foundation Learning Academy,10750 BARKER CYPRESS RD STE 102 CYPRESS TX- 77433 2282,10750 BARKER CYPRESS RD STE 102 CYPRESS TX- 77433 2282,HARRIS,Full Permit,01/31/2012,YES,Y,102,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,8,8,1,0,0,8,1,3,0,"10750 BARKER CYPRESS RD STE 102 CYPRESS TX- 77433 2282
",2r,2a
REPORT,N,2016-11-10,428429638,1354109,916172,Licensed Center,Foundation Learning Academy,10750 BARKER CYPRESS RD STE 102 CYPRESS TX- 77433 2282,10750 BARKER CYPRESS RD STE 102 CYPRESS TX- 77433 2282,HARRIS,Full Permit,01/31/2012,YES,Y,102,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,8,8,1,0,0,8,1,3,0,"10750 BARKER CYPRESS RD STE 102 CYPRESS TX- 77433 2282
",2r,4m
REPORT,N,2017-05-19,428434766,1561964,1174716,Licensed Center,Armenta's Early Childhood Development,9910 FUQUA ST STE H HOUSTON TX- 77075 5169,9910 FUQUA ST STE H HOUSTON TX- 77075 5169,HARRIS,Full Permit,09/15/2015,YES,Y,106,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,7,5,1,0,9,0,1,1,"9910 FUQUA ST STE H HOUSTON TX- 77075 5169
",2r,4m
REPORT,Y,2016-10-04,428423257,859104,292536,Licensed Center,Little Angels Learning Center,15635 VISION DR  PFLUGERVILLE TX- 78660 3287,242 V P RANCH DR  GEORGETOWN TX- 78628 7034,TRAVIS,Full Permit,04/06/2006,NO,Y,209,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,4,4,0,0,0,8,0,3,1,"15635 VISION DR PFLUGERVILLE TX- 78660 3287
(30.450497, -97.661809)",2r,4m
REPORT,N,2016-07-20,428431871,1514721,1111150,Licensed Center,Wonder World Daycare & Learning Center (VIP),3660A JOE BATTLE BLVD  EL PASO TX- 79938 2628,3660A JOE BATTLE BLVD  EL PASO TX- 79938 2628,EL PASO,Full Permit,12/06/2013,YES,Y,247,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,4,3,2,0,0,12,0,3,2,"3660A JOE BATTLE BLVD EL PASO TX- 79938 2628
(31.801791, -106.267853)",4s,4m
REPORT,N,2016-07-20,428431871,1514721,1111150,Licensed Center,Wonder World Daycare & Learning Center (VIP),3660A JOE BATTLE BLVD  EL PASO TX- 79938 2628,3660A JOE BATTLE BLVD  EL PASO TX- 79938 2628,EL PASO,Full Permit,12/06/2013,YES,Y,247,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,4,3,2,0,0,12,0,3,2,"3660A JOE BATTLE BLVD EL PASO TX- 79938 2628
(31.801791, -106.267853)",2r,4m
REPORT,N,2016-07-20,428431871,1514721,1111150,Licensed Center,Wonder World Daycare & Learning Center (VIP),3660A JOE BATTLE BLVD  EL PASO TX- 79938 2628,3660A JOE BATTLE BLVD  EL PASO TX- 79938 2628,EL PASO,Full Permit,12/06/2013,YES,Y,247,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,4,3,2,0,0,12,0,3,2,"3660A JOE BATTLE BLVD EL PASO TX- 79938 2628
(31.801791, -106.267853)",4s,6m
REPORT,N,2016-07-20,428431871,1514721,1111150,Licensed Center,Wonder World Daycare & Learning Center (VIP),3660A JOE BATTLE BLVD  EL PASO TX- 79938 2628,3660A JOE BATTLE BLVD  EL PASO TX- 79938 2628,EL PASO,Full Permit,12/06/2013,YES,Y,247,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,4,3,2,0,0,12,0,3,2,"3660A JOE BATTLE BLVD EL PASO TX- 79938 2628
(31.801791, -106.267853)",2r,6m
REPORT,N,2016-06-30,428421211,841317,255261,Licensed Center,Country Kids Academy,21002 ENCINO COMMONS  SAN ANTONIO TX- 78259 2716,21002 ENCINO COMMONS  SAN ANTONIO TX- 78259 2716,BEXAR,Full Permit,02/11/2005,NO,N,154,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,7,1,1,0,0,10,0,4,3,"21002 ENCINO COMMONS SAN ANTONIO TX- 78259 2716
(29.636942, -98.45121)",4s,3i
REPORT,Y,2016-03-02,428420426,831496,233396,Licensed Center,Kirbys Kreative Learning Center,330 S R L THORNTON FWY  DALLAS TX- 75203 1809,330 S R L THORNTON FWY  DALLAS TX- 75203 1809,DALLAS,Full Permit,06/08/2004,NO,Y,85,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,11,20,11,2,0,14,2,4,1,"330 S R L THORNTON FWY DALLAS TX- 75203 1809
(32.753578, -96.808954)",2r,6m
REPORT,N,2016-11-29,428420916,838810,249652,Licensed Center,Charlottes Web Too,965 W 6TH ST  RUSK TX- 75785 1184,965 W 6TH ST  RUSK TX- 75785 1184,CHEROKEE,Full Permit,11/22/2004,NO,Y,68,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,3,2,6,1,0,4,0,1,0,"965 W 6TH ST RUSK TX- 75785 1184
(39.398969, -101.055428)",5t,6m
REPORT,N,2016-11-29,428420916,838810,249652,Licensed Center,Charlottes Web Too,965 W 6TH ST  RUSK TX- 75785 1184,965 W 6TH ST  RUSK TX- 75785 1184,CHEROKEE,Full Permit,11/22/2004,NO,Y,68,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,3,2,6,1,0,4,0,1,0,"965 W 6TH ST RUSK TX- 75785 1184
(39.398969, -101.055428)",2r,6m
REPORT,Y,2016-03-10,428424845,879163,324856,Licensed Center,Creative Children's Center,219 OAKLAWN AVE  CORSICANA TX- 75110 3034,219 OAKLAWN AVE  CORSICANA TX- 75110 3034,NAVARRO,Full Permit,10/01/2007,NO,Y,161,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,4,0,1,0,0,5,0,0,1,"219 OAKLAWN AVE CORSICANA TX- 75110 3034
(39.76575, -81.11786)",,3i
REPORT,Y,2016-11-21,428417050,530438,150891,Licensed Center,Sunrise Learning Center,1424 S TENNESSEE ST  MCKINNEY TX- 75069 7125,PO BOX 3041  MCKINNEY TX- 75070 8182,COLLIN,Full Permit,11/24/1997,NO,Y,146,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,0,0,1,0,0,5,0,0,2,"1424 S TENNESSEE ST MCKINNEY TX- 75069 7125
(33.181682, -96.618214)",2r,6m
REPORT,N,2017-08-08,428435709,1595038,1210860,Licensed Center,Brain Builders Learning Center,501 W ELMS RD UNIT 19&20 KILLEEN TX- 76542 2584,501 W ELMS RD UNIT 19&20 KILLEEN TX- 76542 2584,BELL,Full Permit,05/06/2016,NO,Y,55,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,4,4,1,0,0,7,0,2,0,"501 W ELMS RD UNIT 19&amp;20 KILLEEN TX- 76542 2584
(31.085106, -97.751315)",4s,4m
REPORT,N,2017-08-08,428435709,1595038,1210860,Licensed Center,Brain Builders Learning Center,501 W ELMS RD UNIT 19&20 KILLEEN TX- 76542 2584,501 W ELMS RD UNIT 19&20 KILLEEN TX- 76542 2584,BELL,Full Permit,05/06/2016,NO,Y,55,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,4,4,1,0,0,7,0,2,0,"501 W ELMS RD UNIT 19&amp;20 KILLEEN TX- 76542 2584
(31.085106, -97.751315)",2r,4m
REPORT,Y,2017-06-08,428416304,514525,140507,Licensed Center,Country Campus INC,801 W OLIVE ST  HOLLIDAY TX- 76366,PO BOX 708  HOLLIDAY TX- 76366 0708,ARCHER,Full Permit,09/21/1998,NO,Y,110,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,1,0,0,0,6,0,0,1,"801 W OLIVE ST HOLLIDAY TX- 76366
(33.868912, -117.576658)",5t,3i
REPORT,N,2017-10-23,428424233,868725,309960,Licensed Center,Primrose School of Pearland Parkway,2240 PEARLAND PKWY  PEARLAND TX- 77581 5171,2240 PEARLAND PKWY  PEARLAND TX- 77581 5171,BRAZORIA,Full Permit,08/22/2007,YES,N,188,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,4,1,3,1,0,10,0,5,1,"2240 PEARLAND PKWY PEARLAND TX- 77581 5171
(29.567304, -95.257681)",4s,6m
REPORT,N,2017-03-22,428431900,1514932,1111473,Licensed Center,ABC Learning Center,1905 E PRICE ST  PARIS TX- 75460 4777,1905 E PRICE ST  PARIS TX- 75460 4777,LAMAR,Full Permit,10/21/2013,NO,Y,200,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,7,19,7,0,0,29,0,5,7,"1905 E PRICE ST PARIS TX- 75460 4777
(27.520445, -99.476824)",2r,4m
REPORT,Y,2017-08-25,428431902,1514932,1111473,Licensed Center,ABC Learning Center,1905 E PRICE ST  PARIS TX- 75460 4777,1905 E PRICE ST  PARIS TX- 75460 4777,LAMAR,Full Permit,10/21/2013,NO,Y,200,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,7,19,7,0,0,29,0,5,7,"1905 E PRICE ST PARIS TX- 75460 4777
(27.520445, -99.476824)",4s,4m
REPORT,Y,2017-02-24,428431899,1514932,1111473,Licensed Center,ABC Learning Center,1905 E PRICE ST  PARIS TX- 75460 4777,1905 E PRICE ST  PARIS TX- 75460 4777,LAMAR,Full Permit,10/21/2013,NO,Y,200,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,7,19,7,0,0,29,0,5,7,"1905 E PRICE ST PARIS TX- 75460 4777
(27.520445, -99.476824)",4s,7s
REPORT,N,2016-08-11,428413876,219176,102305,Licensed Center,Abiding Love Lutheran Child Development Center,4612 CONVICT HILL RD  AUSTIN TX- 78749 2347,7210 BRUSH COUNTRY RD  AUSTIN TX- 78749 2374,TRAVIS,Full Permit,12/23/1986,NO,Y,129,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,2,1,0,0,4,0,1,1,"4612 CONVICT HILL RD AUSTIN TX- 78749 2347
(30.217423, -97.847021)",2r,4m
REPORT,Y,2017-06-20,428412639,123451- 684,96430,Licensed Center,La Petite,5900 PAIGE RD  THE COLONY TX- 75056 2141,5900 PAIGE RD  THE COLONY TX- 75056 2141,DENTON,Full Permit,03/24/1986,NO,Y,120,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,6,3,7,0,0,11,0,4,4,"5900 PAIGE RD THE COLONY TX- 75056 2141
(33.087447, -96.876507)",2r,4m
REPORT,Y,2017-01-27,428415228,401782,116937,Licensed Center,Stay and Play NO 2,807 PEAKWOOD DR  HOUSTON TX- 77090 2905,807 PEAKWOOD DR  HOUSTON TX- 77090 2905,HARRIS,Full Permit,05/31/2000,YES,Y,111,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,6,14,3,0,0,15,0,6,3,"807 PEAKWOOD DR HOUSTON TX- 77090 2905
(30.020958, -95.444849)",2r,6m
REPORT,N,2017-04-10,428415986,507965,135752,Licensed Center,Lamb of God Lutheran School,1400 BYPASS F M 1960 E  HUMBLE TX- 77338,1400 FM 1960 E BYP  HUMBLE TX- 77338,HARRIS,Full Permit,04/28/1994,NO,N,220,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,3,2,1,0,0,4,0,2,0,"1400 BYPASS F M 1960 E HUMBLE TX- 77338
(34.149163, -85.652062)",2r,6m
REPORT,Y,2017-04-11,428433111,1534898,1138095,Licensed Center,Montgomery Little Bears,10636 COMMERCE ROW  MONTGOMERY TX- 77356 3272,10636 COMMERCE ROW  MONTGOMERY TX- 77356 3272,MONTGOMERY,Full Permit,09/19/2014,NO,Y,89,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,3,2,3,0,0,7,0,1,3,"10636 COMMERCE ROW MONTGOMERY TX- 77356 3272
(30.386812, -95.664682)",2r,6m
REPORT,Y,2016-08-02,428432607,1527897,1128286,Licensed Center,Kidz Kare Inc,6405 34TH ST  LUBBOCK TX- 79407 2839,6405 34TH ST  LUBBOCK TX- 79407 2839,LUBBOCK,Full Permit,06/30/2014,YES,Y,127,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,9,1,1,0,0,13,0,4,4,"6405 34TH ST LUBBOCK TX- 79407 2839
(33.563271, -101.954799)",2r,4m
REPORT,N,2016-07-05,428424277,869843,311760,Licensed Center,Little Lions Learning Center,132 W OLEANDER AVE  LA FERIA TX- 78559 5123,220 E OLEANDER AVE  LA FERIA TX- 78559 5102,CAMERON,Full Permit,09/20/2007,NO,Y,52,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,7,11,18,2,4,8,0,2,0,"132 W OLEANDER AVE LA FERIA TX- 78559 5123
",4s,4m
REPORT,N,2016-07-05,428424277,869843,311760,Licensed Center,Little Lions Learning Center,132 W OLEANDER AVE  LA FERIA TX- 78559 5123,220 E OLEANDER AVE  LA FERIA TX- 78559 5102,CAMERON,Full Permit,09/20/2007,NO,Y,52,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,7,11,18,2,4,8,0,2,0,"132 W OLEANDER AVE LA FERIA TX- 78559 5123
",2r,4m
INSPECTION,,2016-02-01,428346631,828119,226304,Licensed Center,Stepping Stones Learning Center,1510 BAKER RD  SHERMAN TX- 75090 2410,1510 BAKER RD  SHERMAN TX- 75090 2410,GRAYSON,Full Permit,06/16/2003,NO,Y,158,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,15,37,1,0,0,22,0,13,2,"1510 BAKER RD SHERMAN TX- 75090 2410
(33.66397, -96.59641)",5t,4m
REPORT,N,2016-11-22,428430491,1437872,1014815,Licensed Center,The Children's College Learning Center,5117 S JACKSON RD  EDINBURG TX- 78539 3184,5117 S JACKSON RD  EDINBURG TX- 78539 3184,HIDALGO,Full Permit,05/24/2013,NO,Y,78,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,3,11,4,0,1,10,0,2,0,"5117 S JACKSON RD EDINBURG TX- 78539 3184
(26.256614, -98.194529)",2r,6m
REPORT,N,2016-12-05,428429584,1350746,912508,Licensed Center,ABC Day School,379 S MAIN ST  ANDERSON TX- 77830,PO BOX 784  ANDERSON TX- 77830 0784,GRIMES,Full Permit,02/14/2012,NO,Y,70,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,7,15,9,2,2,14,0,3,2,"379 S MAIN ST ANDERSON TX- 77830
(35.484321, -90.358668)",2r,4m
