NARRATIVE,STANDARD_NUMBER_DESCRIPTION,CORRECTED_DATE,DATE_CORRECTION_VERIFIED,OPERATION_ID
"This standard was evaluated based on a report and was found not in compliance, a child goy injured since the caregiver was not supervising the children while playing on the playground structure.",746.1203(4) - Responsibilities of Caregivers- Supervision of Children,01/24/2017 12:00:00 AM,01/30/2017 12:00:00 AM,717408
Based on the information obtained during the investigation a caregiver failed to be aware of a child's activity which led to a minor injury.,746.1203(4) - Responsibilities of Caregivers- Supervision of Children,10/13/2015 12:00:00 AM,10/19/2015 12:00:00 AM,615368
"Based on information gathered, a child in care sustained a critical injury requiring medical treatment. The caregiver was aware children were physically playing inappropriately and failed to supervise them in such a way to prevent injury or harm.",746.1203(4) - Responsibilities of Caregivers- Supervision of Children,04/20/2016 12:00:00 AM,05/06/2016 12:00:00 AM,250833
Child sustained an injury when left unsupervised for a brief period of time while child was strapped to an infant support seat. NOTE: Manufacture instructions for support seat were not available for review.,746.1203(4) - Responsibilities of Caregivers- Supervision of Children,03/10/2017 12:00:00 AM,03/10/2017 12:00:00 AM,392110
A staff person  left a child unsupervised on the playground  for a  short period of  time.  The child was  not injured.,746.1203(4) - Responsibilities of Caregivers- Supervision of Children,12/07/2015 12:00:00 AM,12/11/2015 12:00:00 AM,731808
Supervision did not appear to be appropriate at the time of the child's injury.,746.1203(4) - Responsibilities of Caregivers- Supervision of Children,03/04/2016 12:00:00 AM,02/18/2016 12:00:00 AM,94693
"Based upon the information obtained during the inspection, the caregivers were not maintaining proper supervision which led to child being injured away from the center on a field trip.",746.1203(4) - Responsibilities of Caregivers- Supervision of Children,07/07/2016 12:00:00 AM,07/25/2016 12:00:00 AM,1094634
Interviewed were conducted and video was reviewed.   The children were not being properly supervised at the time of the injury.,746.1203(4) - Responsibilities of Caregivers- Supervision of Children,03/15/2016 12:00:00 AM,03/14/2016 12:00:00 AM,1171135
This standard was evaluated as part of an investigation and found to be deficient.  A child sustained an injury when not properly supervised.,746.1203(4) - Responsibilities of Caregivers- Supervision of Children,09/02/2016 12:00:00 AM,09/07/2016 12:00:00 AM,167115
"Upon investigation, it was determined that a child sustained an injury while on a field trip due to lack of supervision.",746.1203(4) - Responsibilities of Caregivers- Supervision of Children,08/02/2016 12:00:00 AM,08/11/2016 12:00:00 AM,1128286
"Based on the information obtained, a child was injured on the playground, but caregivers could not provide an explanation of how the injury occurred. Furthermore,  caregivers stated that they did not witness how the incident occurred.",746.1203(4) - Responsibilities of Caregivers- Supervision of Children,02/08/2017 12:00:00 AM,02/23/2017 12:00:00 AM,1111152
Based on information obtained through interviews it was found that caregivers failed to adequately supervise children in care when a child sustained injuries from an unknown source.,746.1203(4) - Responsibilities of Caregivers- Supervision of Children,08/04/2016 12:00:00 AM,08/08/2016 12:00:00 AM,879966
A child was injured in the four year old classroom and the caregiver in charge was unaware of what had occurred. There was a brief period before the injury that the caregiver had the opportunity to intervene and could have possibly prevented the injury from occurring but did not.,746.1203(4) - Responsibilities of Caregivers- Supervision of Children,05/19/2016 12:00:00 AM,05/20/2016 12:00:00 AM,106378
Based on the information obtained a child was sent to a room unsupervised by which an injury occured while alone.  The child was able to get a hand stuck in a door for approximately a minute before the caregiver came to assist.,746.1203(4) - Responsibilities of Caregivers- Supervision of Children,09/15/2016 12:00:00 AM,09/30/2016 12:00:00 AM,1118562
A child was injured in care due a caregiver not being aware of the ongoing activities of some of the children they were responsible for. The children. The caregiver noticed a problem between the children and did not intervene and separate the children before further harm was done. The caregiver did not see how the child was injured.,746.1203(4) - Responsibilities of Caregivers- Supervision of Children,02/22/2016 12:00:00 AM,02/24/2016 12:00:00 AM,287098
It was found that the caregivers were unaware of the ongoing activities of the children when a child was injured.,746.1203(4) - Responsibilities of Caregivers- Supervision of Children,06/15/2017 12:00:00 AM,06/28/2017 12:00:00 AM,1166281
"Based on information gathered, a caregiver failed to provide appropriate supervision and caregiver did not redirect child, when a child had a blanket over his head, the child then stumbled onto the chair and the child received an injury.       Note:  Prior to inspection director spoke to caregiver's about supervision.",746.1203(4) - Responsibilities of Caregivers- Supervision of Children,05/01/2017 12:00:00 AM,05/09/2017 12:00:00 AM,1171753
Based on the information gathered the caregivers were not supervising the children when a child was injured and required medical treatment.,746.1203(4) - Responsibilities of Caregivers- Supervision of Children,02/04/2016 12:00:00 AM,03/02/2016 12:00:00 AM,508928
This standard was evaluated as part of an investigation and found to be deficient. A caregiver was allowing children to engage in activities that resulted in a child requiring medical care. The caregiver did not maintain adequate supervision of the children in the classroom and as a result a child was injured.,746.1203(4) - Responsibilities of Caregivers- Supervision of Children,11/02/2015 12:00:00 AM,11/09/2015 12:00:00 AM,1111473
"This standard was evaluated in regard to an investigation and was found to be out of compliance. Caregivers did not properly supervise when a  child received minor, but multiple unexplained injuries.",746.1203(4) - Responsibilities of Caregivers- Supervision of Children,01/10/2017 12:00:00 AM,01/30/2017 12:00:00 AM,312725
"Based upon the information obtained during the investigation, proper supervision was not being maintained on the playground when a child fell off the playground equipment and subsequently injuring himself.",746.1203(4) - Responsibilities of Caregivers- Supervision of Children,11/11/2016 12:00:00 AM,11/21/2016 12:00:00 AM,148737
Based on information obtained during the investigation. The 2 year old caregivers are not properly supervising and children have been injured.,746.1203(4) - Responsibilities of Caregivers- Supervision of Children,08/21/2017 12:00:00 AM,08/22/2017 12:00:00 AM,337968
This standard was evaluated with regards to an investigation and found to be deficient.   A caregiver did not supervise children appropriately when a child fell from an equipment that the facility does not allow children to use. The child sustained an injury that required medical attention.,746.1203(4) - Responsibilities of Caregivers- Supervision of Children,01/21/2016 12:00:00 AM,01/28/2016 12:00:00 AM,149959
This standard was evaluated regarding an investigation and found to be deficient. Two groups of children were playing on the outside playground with two caregivers. A child fell off of a spring loaded horse and suffered a broken wrist. The caregivers were engaged in a personal conversation on the other side of the playground and did not immediately realize that the child was injured. The caregivers had their backs turned away from the children in their care for several minutes.,746.1203(4) - Responsibilities of Caregivers- Supervision of Children,04/19/2017 12:00:00 AM,05/03/2017 12:00:00 AM,1142863
