OPERATION_NAME,LOCATION_ADDRESS,COUNTY,STANDARD_NUMBER_DESCRIPTION,CORRECTED_DATE,NARRATIVE,TECHNICAL_ASSISTANCE_GIVEN,OPERATION_TYPE
Metro Christian Academy,935 S CLARK RD  CEDAR HILL TX- 75104 3310,DALLAS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,06/30/2016 12:00:00 AM,This standard was cited in regard to an investigation. Children were interviewed and stated that a caregiver is still hitting them with their hand and with a stick.     A caregiver is hitting children with a stick and with their hand.,YES,Licensed Center
Metro Christian Academy,935 S CLARK RD  CEDAR HILL TX- 75104 3310,DALLAS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,06/17/2016 12:00:00 AM,A caregiver is hitting children with a stick and with their hand.,NO,Licensed Center
Our Lady Of The Rosary Learning,2237 WALDRON RD  CORPUS CHRISTI TX- 78418 4634,NUECES,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",11/20/2016 12:00:00 AM,A caregiver impeded a child's exit from a bathroom with her body.,YES,Licensed Center
Austin Eco Bilingual School,8707 MOUNTAIN CREST DR  AUSTIN TX- 78735 8027,TRAVIS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",07/24/2017 12:00:00 AM,"During an investigation it was found that a caregiver grabbed a child by the arm, leaving finger marks.",YES,Licensed Center
All Kids 1st Learning Academy,270 ANTRIM DR  SAN ANTONIO TX- 78218 4205,BEXAR,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",10/24/2017 12:00:00 AM,"During an investigation visit on 10/10/2017, the DFPS investigator observed a caregiver use an inappropriate tone then pulling a child sternly by the arm as a form of discipline.",YES,Licensed Center
KinderCare,24717 OAKHURST DR  SPRING TX- 77386 1952,MONTGOMERY,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,03/01/2017 12:00:00 AM,"Based on the information obtained during the investigation, through interviews conducted, documents and other information provided there was sufficient evidence to support that inappropriate discipline was used when children were hit with a ruler as a form of discipline.",YES,Licensed Center
Morning Star Montessori,103 N FOUNTAIN GATE DR  ALLEN TX- 75002 2345,COLLIN,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,07/07/2016 12:00:00 AM,"Each of the children interviewed indicated that a caregiver was using a ""red"" stick to hit children. It was reported that another caregiver hits children with her hand or a hanger.",YES,Licensed Center
Angels on Earth Learning and Adventure Center Childcare,2508 HIGHLAND RD  DALLAS TX- 75228 6443,DALLAS,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",10/04/2016 12:00:00 AM,"There is enough evidence to substantiate that a caregiver pinched several children as a form of discipline leaving bruises and marks on the children's arms, legs, necks and backs.",YES,Licensed Center
Angels on Earth Learning and Adventure Center Childcare,2508 HIGHLAND RD  DALLAS TX- 75228 6443,DALLAS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",10/04/2016 12:00:00 AM,AIt was determine through this investigation that a  caregiver uses a piece of carpet to hit the children and another caregiver has school age children wear diapers as a form of discipline.,YES,Licensed Center
Little Tyke - Crowley,120 HARRIS DR  CROWLEY TX- 76036 3263,TARRANT,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",08/19/2016 12:00:00 AM,A substitute caregiver was observed to pull a child's hair.    The director terminated the contract with the substitute immediately after learning about the incidents.,YES,Licensed Center
Mary Peterson CCC,1103 E COLLIN ST  CORSICANA TX- 75110 5617,NAVARRO,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,12/19/2016 12:00:00 AM,This standard was reviewed due to an investigation and was found to be deficient. The caregiver hit the children with their hand for not listening.,NO,Licensed Center
MoMo's Learning Child Care Center,807 WINK AVE  ODESSA TX- 79761 4147,ECTOR,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",07/07/2017 12:00:00 AM,"Based on the interviews conducted, it was determined that the caregiver handled the children in a harsh manner.",YES,Licensed Center
Family Cathedral of Praise 2,790 WINDBELL CIR  MESQUITE TX- 75149 3116,DALLAS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,12/22/2017 12:00:00 AM,A caregiver hit multiple children with a ruler as a form of punishment.,NO,Licensed Center
Johnson's Day Care & Learning Center,2118 S JARVIS AVE  LAREDO TX- 78046 6576,WEBB,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",04/19/2016 12:00:00 AM,The caregiver used inappropriate discipline as she verbally admitted to restraining the child.,NO,Licensed Center
Bright Kids Montessori,2825 VALLEY VIEW LN STE 221 FARMERS BRANCH TX- 75234 4964,DALLAS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,03/16/2017 12:00:00 AM,One caregiver was observed hitting a child on the bottom and another caregiver hit a child on the arm.,YES,Licensed Center
Margaret H Cone Head Start Center,2919 TROY ST  DALLAS TX- 75210 1364,DALLAS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",07/25/2017 12:00:00 AM,"This standard was evaluated and found to be deficient. based on observation of video of the incident, it was determined that the caregiver used a form of prohibited punishment.",NO,Licensed Center
Margaret H Cone Head Start Center,2919 TROY ST  DALLAS TX- 75210 1364,DALLAS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",03/31/2016 12:00:00 AM,This standard was evaluated with regards to an investigation and based on interviews it was found to be a violation. A caregiver used unusual and cruel punishment when they spat on a child twice because the child was said to have spat on them first.,NO,Licensed Center
BIBS TO BAGS,14360 BELLAIRE BLVD STE 124 HOUSTON TX- 77083 7516,HARRIS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,12/19/2016 12:00:00 AM,"Based on the information obtained there is sufficient evidence to support that a staff member threw blocks on the floor, forcefully and one of the blocks hit a child on a vital part of the body.",YES,Licensed Center
A Creative Focus Learning Center,720 MEADOWCREEK LN  GARLAND TX- 75043 2947,DALLAS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",06/13/2016 12:00:00 AM,A caregiver was grabbing children by their clothes as a form of discipline.,NO,Licensed Center
Primrose School at Heritage,4700 HERITAGE TRACE PKWY  FORT WORTH TX- 76244 6060,TARRANT,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",11/13/2017 12:00:00 AM,A caregiver was observed squeezing a child hand causing him pain. The operation addressed the incident immediately.,YES,Licensed Center
Neighborhood Academy,10101 SLIDE RD STE 700 LUBBOCK TX- 79424 3439,LUBBOCK,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",06/22/2016 12:00:00 AM,Information obtained during the investigation revealed a caregiver would grab children by the arms and dig her nails into the children's arm as a form of discipline. Information also suggests this same caregiver also thumped children in the head.,YES,Licensed Center
Colleyville Creme De La Creme,6805 COLLEYVILLE BLVD  COLLEYVILLE TX- 76034 6243,TARRANT,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",08/21/2017 12:00:00 AM,A caregiver held a child sitting against the wall with her foot to prevent the child from getting up from the floor.  The caregiver also restrained the child several minutes later by holding the child's  upper body and legs while the caregiver had the child in her lap.,NO,Licensed Center
Val Verde Baptist Church Child Care,3900 CLEVELAND AVE  GROVES TX- 77619 5261,JEFFERSON,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",01/22/2018 12:00:00 AM,It is determined through interviews that inappropriate discipline was used by a caregiver.  This has been corrected; caregiver is no longer employed with the operation.,YES,Licensed Center
A 2 Z Learning Center,1323 S MAIN ST  DUNCANVILLE TX- 75137 3209,DALLAS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,03/13/2017 12:00:00 AM,This standard was tasked as it relates to the investigation: based on the information provided this standard is deficient.,NO,Licensed Center
Joyful Hearts Learning Center,2929 MONROE ST  COMMERCE TX- 75428 3726,HUNT,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,12/07/2016 12:00:00 AM,Inappropriate discipline was identified after interviewing children in care.,NO,Licensed Center
Kaleidoscope Kids Childrens Center,5750 S RICE AVE  HOUSTON TX- 77081 2910,HARRIS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,10/21/2016 12:00:00 AM,"Based on the information obtained during the inspection, the operation has been found to be deficient.  A caregiver used a spoon to spank their child to during the hours of operation.",NO,Licensed Center
Xplor - Rhodes - Houston,21401 RHODES RD  SPRING TX- 77388 3022,HARRIS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,11/11/2016 12:00:00 AM,Interviews were conducted and documentation of the incident was evaluated. It was determined that a caregiver tapped a preschool child on the cheek after this child slapped her.    NOTE: This caregiver was terminated the day of the incident.,YES,Licensed Center
Lord Of Life Luth Ctr For C D,5955 F M RD 78  SAN ANTONIO TX- 78244,BEXAR,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",04/08/2016 12:00:00 AM,A child was observed being dragged by the arm by a caregiver for approximately 15 feet.,YES,Licensed Center
"Children's Park North, Inc.",695 W RUSK ST  ROCKWALL TX- 75087,ROCKWALL,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,02/22/2017 12:00:00 AM,"Based on information obtained, a caregiver used prohibitive methods of discipline to redirect children.",NO,Licensed Center
Amarillo Montessori Academy,3806 BOWIE ST  AMARILLO TX- 79110 1235,RANDALL,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",07/12/2016 12:00:00 AM,Based on the information obtained by the caregiver did pull victim ear.,YES,Licensed Center
KINDER CARE NO 802,14614 WALLISVILLE RD  HOUSTON TX- 77049 4436,HARRIS,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",05/31/2016 12:00:00 AM,Based on the information obtained a caregiver did pinch a child in care and caused bruising to the child body.,YES,Licensed Center
KINDER CARE NO 802,14614 WALLISVILLE RD  HOUSTON TX- 77049 4436,HARRIS,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",05/31/2016 12:00:00 AM,Based on the information obtained a caregiver did pinch a child in care and caused bruising to the child body.,YES,Licensed Center
Carpe Diem Private Preschool,873 JUNCTION DR  ALLEN TX- 75013 5006,COLLIN,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",06/24/2016 12:00:00 AM,This standard was evaluated as part of an investigation and determined to be deficient. A caregiver was observed shaking a child in a classroom.,YES,Licensed Center
Child Care at Legacy,6501 LEGACY DR  PLANO TX- 75024 3612,COLLIN,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,09/13/2017 12:00:00 AM,"This standard was evaluated with regards to an investigation and found to be deficient.  When a child would not put down a game, a caregiver slapped the top of the child's hand.  The caregiver is no longer employed at the operation.",NO,Licensed Center
Marlandwood Daycare,969 MARLANDWOOD RD STE 105 TEMPLE TX- 76502 3369,BELL,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,08/04/2016 12:00:00 AM,Based on information obtained through interviews and inspection it was found a caregiver threw an object at a child in care.,YES,Licensed Center
KinderCare - Green Oaks,4141 SW GREEN OAKS BLVD  ARLINGTON TX- 76017 4114,TARRANT,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,08/01/2017 12:00:00 AM,A caregiver was seen by a parent hitting a child in the arm with her hand when the children were lining up to come inside.,YES,Licensed Center
Kids Under Construction,319 KAUFMAN ST S  MOUNT VERNON TX- 75457 2836,FRANKLIN,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,08/09/2016 12:00:00 AM,This standard was reviewed in relation to the self-reported allegations and found to be non compliant. A caregiver disciplined a 2 year old child in care by hitting them one time on his diapered bottom.,NO,Licensed Center
Ivy Kids Early Learning Center,1906 COUNTRY PLACE PKWY  PEARLAND TX- 77584 2137,BRAZORIA,"746.2805(8) - Prohibited Punishments -Placing Child in Locked, Dark Room",03/24/2017 12:00:00 AM,"Based on the information obtained during the investigation, a child in the preschool 3 room that soiled herself was inappropriately disciplined by being placed in a bathroom with the door closed for longer than an hour on two separate occasions.",YES,Licensed Center
Kidz Kollege,7307 CHURCHILL GREEN DR  DALLAS TX- 75228 6608,DALLAS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,08/16/2017 12:00:00 AM,Based on information gathered during an investigation. It was determined that caregivers at the operation were hitting children with their hand as a form of punishment.,YES,Licensed Center
Greater Waco Early Education Center,910 E LOOP 340  WACO TX- 76705 3452,MCLENNAN,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",07/28/2017 12:00:00 AM,Caregiver threatened to withhold food from child.,NO,Licensed Center
Gwendolyn C Gragg Head Start & CDTC,2400 E 1ST ST  FORT WORTH TX- 76111 1154,TARRANT,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",11/17/2017 12:00:00 AM,This standard was evaluated during an investigation and found to be deficient. A caregiver was observed during a review of video footage to grab a child by the face and appeared to be yelling at the child.,NO,Licensed Center
